Block Type,96-Well 0.1-mL Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,G5,FALSE,26-24,Mcav,UNKNOWN,SYBR,None,23.596,23.656,0.085,,,,,,,,FALSE,0.020,TRUE,3,21,Amp,,0.849,N,N,N,N,N,74.912,,,
78,G6,FALSE,26-24,C,UNKNOWN,VIC,NFQ-MGB,27.212,27.151,0.087,,,,,,,,FALSE,0.020,TRUE,3,25,Amp,,0.936,N,N,N,N,N,0.000,,,
78,G6,FALSE,26-24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.020,TRUE,3,39,No Amp,,0.000,Y,Y,N,N,Y,94.938,,,
79,G7,FALSE,26-24,Mcav,UNKNOWN,SYBR,None,23.716,23.656,0.085,,,,,,,,FALSE,0.020,TRUE,3,22,Amp,,0.841,N,N,N,N,N,75.058,,,
80,G8,FALSE,26-24,C,UNKNOWN,VIC,NFQ-MGB,27.089,27.151,0.087,,,,,,,,FALSE,0.020,TRUE,3,25,Amp,,0.937,N,N,N,N,N,0.000,,,
80,G8,FALSE,26-24,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.020,TRUE,3,39,No Amp,,0.000,Y,Y,N,N,Y,73.742,,,
81,G9,FALSE,22-20,Mcav,UNKNOWN,SYBR,None,23.115,23.140,0.034,,,,,,,,FALSE,0.020,TRUE,3,21,Amp,,0.773,Y,N,N,N,N,75.058,,,
82,G10,FALSE,22-20,C,UNKNOWN,VIC,NFQ-MGB,26.368,26.529,0.228,,,,,,,,FALSE,0.020,TRUE,3,24,Amp,,0.939,N,N,N,N,N,0.000,,,
82,G10,FALSE,22-20,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.020,TRUE,3,39,No Amp,,0.000,Y,Y,N,N,Y,83.828,,,
83,G11,FALSE,22-20,Mcav,UNKNOWN,SYBR,None,23.164,23.140,0.034,,,,,,,,FALSE,0.020,TRUE,3,21,Amp,,0.802,N,N,N,N,N,75.058,,,
84,G12,FALSE,22-20,C,UNKNOWN,VIC,NFQ-MGB,26.690,26.529,0.228,,,,,,,,FALSE,0.020,TRUE,3,25,Amp,,0.928,N,N,N,N,N,0.000,,,
84,G12,FALSE,22-20,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.020,TRUE,3,39,No Amp,,0.000,Y,Y,N,N,N,73.742,,,
85,H1,FALSE,NTC,Mcav,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.020,TRUE,3,39,No Amp,,0.000,Y,Y,N,N,Y,60.002,,,
86,H2,FALSE,+,C,UNKNOWN,VIC,NFQ-MGB,15.845,15.810,0.049,,,,,,,,FALSE,0.020,TRUE,3,13,Amp,,0.835,N,N,N,N,N,0.000,,,
86,H2,FALSE,+,D,UNKNOWN,FAM,NFQ-MGB,9.808,9.578,0.326,,,,,,,,FALSE,0.020,TRUE,3,8,Amp,,0.596,Y,N,N,N,N,60.002,,,
87,H3,FALSE,25-25,Mcav,UNKNOWN,SYBR,None,21.853,22.084,0.327,,,,,,,,FALSE,0.020,TRUE,3,20,Amp,,0.670,Y,N,N,N,N,75.204,,,
88,H4,FALSE,25-25,C,UNKNOWN,VIC,NFQ-MGB,29.839,29.816,0.034,,,,,,,,FALSE,0.020,TRUE,3,28,Amp,,0.923,N,N,N,N,N,0.000,,,
88,H4,FALSE,25-25,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.020,TRUE,3,39,No Amp,,0.000,Y,Y,N,N,Y,80.905,,,
89,H5,FALSE,25-25,Mcav,UNKNOWN,SYBR,None,22.315,22.084,0.327,,,,,,,,FALSE,0.020,TRUE,3,20,Amp,,0.685,Y,N,N,N,N,74.912,,,
90,H6,FALSE,25-25,C,UNKNOWN,VIC,NFQ-MGB,29.792,29.816,0.034,,,,,,,,FALSE,0.020,TRUE,3,28,Amp,,0.921,N,N,N,N,N,0.000,,,
90,H6,FALSE,25-25,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.020,TRUE,3,39,No Amp,,0.000,Y,Y,N,N,Y,74.181,,,
91,H7,FALSE,26-25,Mcav,UNKNOWN,SYBR,None,22.790,22.866,0.107,,,,,,,,FALSE,0.020,TRUE,3,21,Amp,,0.778,Y,N,N,N,N,75.058,,,
92,H8,FALSE,26-25,C,UNKNOWN,VIC,NFQ-MGB,30.942,30.637,0.431,,,,,,,,FALSE,0.020,TRUE,3,29,Amp,,0.909,N,N,N,N,N,0.000,,,
92,H8,FALSE,26-25,D,UNKNOWN,FAM,NFQ-MGB,28.847,28.714,0.189,,,,,,,,FALSE,0.020,TRUE,3,26,Amp,,0.803,N,N,N,N,N,74.034,,,
93,H9,FALSE,26-25,Mcav,UNKNOWN,SYBR,None,22.942,22.866,0.107,,,,,,,,FALSE,0.020,TRUE,3,21,Amp,,0.857,N,N,N,N,N,74.912,,,
94,H10,FALSE,26-25,C,UNKNOWN,VIC,NFQ-MGB,30.332,30.637,0.431,,,,,,,,FALSE,0.020,TRUE,3,28,Amp,,0.914,N,N,N,N,N,0.000,,,
94,H10,FALSE,26-25,D,UNKNOWN,FAM,NFQ-MGB,28.580,28.714,0.189,,,,,,,,FALSE,0.020,TRUE,3,26,Amp,,0.745,Y,N,N,N,N,74.473,,,
95,H11,FALSE,+,Mcav,UNKNOWN,SYBR,None,15.374,14.818,0.787,,,,,,,,FALSE,0.020,TRUE,3,13,Amp,,0.668,Y,N,Y,N,N,75.204,,,
96,H12,FALSE,NTC,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.020,TRUE,3,39,No Amp,,0.000,Y,Y,N,N,Y,0.000,,,
96,H12,FALSE,NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.020,TRUE,3,39,No Amp,,0.000,Y,Y,N,N,Y,74.765,,,
