	Mc17-25.fq.trim.sam.counts	Mc17-33.fq.trim.sam.counts	Mc17-40.fq.trim.sam.counts	Mc17-66.fq.trim.sam.counts	Mc20-01.fq.trim.sam.counts	Mc20-04.fq.trim.sam.counts	Mc20-05.fq.trim.sam.counts	Mc20-08.fq.trim.sam.counts	Mc20-12.fq.trim.sam.counts	Mc20-14.fq.trim.sam.counts	Mc20-15.fq.trim.sam.counts	Mc20-18.fq.trim.sam.counts	Mc20-20.fq.trim.sam.counts	Mc20-21.fq.trim.sam.counts	Mc20-22.fq.trim.sam.counts	Mc20-24.fq.trim.sam.counts	Mc20-27.fq.trim.sam.counts	Mc20-33.fq.trim.sam.counts	Mc21-05.fq.trim.sam.counts	Mc21-08.fq.trim.sam.counts	Mc21-19.fq.trim.sam.counts	Mc21-20.fq.trim.sam.counts	Mc22-01.fq.trim.sam.counts	Mc22-03.fq.trim.sam.counts	Mc22-07.fq.trim.sam.counts	Mc22-08.fq.trim.sam.counts	Mc22-09.fq.trim.sam.counts	Mc22-12.fq.trim.sam.counts	Mc22-13.fq.trim.sam.counts	Mc22-16.fq.trim.sam.counts	Mc22-18.fq.trim.sam.counts	Mc22-20.fq.trim.sam.counts	Mc22-23.fq.trim.sam.counts	Mc22-24.fq.trim.sam.counts	Mc22-27.fq.trim.sam.counts	Mc22-40.fq.trim.sam.counts	Mc23-02.fq.trim.sam.counts	Mc23-10.fq.trim.sam.counts	Mc23-12.fq.trim.sam.counts	Mc23-27.fq.trim.sam.counts	Mc25-01.fq.trim.sam.counts	Mc25-07.fq.trim.sam.counts	Mc25-19.fq.trim.sam.counts	Mc25-25.fq.trim.sam.counts	Mc26-04.fq.trim.sam.counts	Mc26-06.fq.trim.sam.counts	Mc26-07.fq.trim.sam.counts	Mc26-09.fq.trim.sam.counts	Mc26-13.fq.trim.sam.counts	Mc26-15.fq.trim.sam.counts	Mc26-17.fq.trim.sam.counts	Mc26-18.fq.trim.sam.counts	Mc26-22.fq.trim.sam.counts	Mc26-23.fq.trim.sam.counts	Mc26-24.fq.trim.sam.counts	Mc26-25.fq.trim.sam.counts	Mc26-28.fq.trim.sam.counts	Mc26-30.fq.trim.sam.counts	Mc28-18.fq.trim.sam.counts	Mc28-19.fq.trim.sam.counts	Mc28-27.fq.trim.sam.counts	Mc28-40.fq.trim.sam.counts	Mc29-04.fq.trim.sam.counts	Mc29-06.fq.trim.sam.counts	Mc29-18.fq.trim.sam.counts	Mc29-27.fq.trim.sam.counts	
Mcavernosa17384	8	5	1	2	0	3	16	2	0	1	0	2	0	0	5	0	0	3	2	1	1	3	0	0	5	0	0	8	0	0	9	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	5	0	2	0	0	1	0	0	0	1	0	0	0	3	3	0	2	3	3	3	
Mcavernosa17388	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa17389	3	3	2	0	0	3	6	6	0	0	1	0	0	0	1	0	0	0	2	0	0	3	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	1	0	
Mcavernosa17390	3	4	0	2	0	1	8	16	0	2	0	1	0	0	2	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0	1	0	0	1	6	0	0	0	0	0	2	6	4	4	5	0	0	2	0	1	0	2	0	0	1	0	2	1	0	4	0	0	0	
Mcavernosa17391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa17394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa17397	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
Mcavernosa17402	64	73	10	48	3	37	264	72	3	13	15	18	8	19	26	2	16	24	14	61	22	96	19	3	36	4	20	33	25	27	18	11	23	8	10	28	30	73	25	12	3	7	80	72	23	23	30	20	17	60	17	18	25	14	41	6	78	90	32	25	30	2	44	58	21	57	
Mcavernosa17403	9	18	2	10	0	6	67	14	0	6	0	9	1	5	4	0	0	9	2	9	5	14	0	0	0	0	5	1	0	0	4	2	2	0	7	0	0	3	4	4	0	0	7	0	5	0	0	0	0	5	0	4	1	0	0	1	0	0	3	4	3	0	12	9	3	14	
Mcavernosa17404	15	12	5	12	7	35	90	62	0	7	2	3	2	0	10	3	0	7	22	12	11	32	0	1	4	0	3	16	8	0	11	6	0	0	4	4	1	19	2	6	0	2	0	0	13	0	7	20	1	2	0	27	4	0	0	5	0	2	3	3	35	0	26	65	10	14	
Mcavernosa17405	4	0	0	2	0	0	22	2	0	2	0	0	1	5	2	0	2	0	1	5	0	5	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	2	1	0	6	0	0	0	1	1	0	0	2	3	1	5	
Mcavernosa17408	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa17409	0	0	0	0	0	1	1	2	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
Mcavernosa17413	1	7	1	0	0	6	53	0	0	1	2	4	1	0	4	0	0	0	1	16	4	5	0	0	3	0	0	3	0	0	1	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	3	0	44	0	0	0	0	7	3	1	0	3	15	1	12	
Mcavernosa17414	8	22	3	7	4	12	48	7	0	1	4	3	1	3	6	0	13	4	5	5	4	14	0	0	8	6	5	3	1	0	2	5	1	5	2	0	0	13	1	1	4	0	0	0	0	0	5	3	1	0	0	8	1	0	1	13	1	2	10	2	2	0	2	4	2	5	
Mcavernosa17415	3	1	0	1	0	0	5	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	3	3	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	4	0	0	0	1	0	0	
Mcavernosa17416	91	104	9	72	8	74	316	153	0	35	39	34	6	16	90	1	7	87	30	49	35	93	1	0	86	6	52	80	20	55	35	16	22	3	12	24	0	70	16	15	0	0	8	0	29	0	56	30	92	0	2	31	9	1	2	28	0	1	22	21	60	3	70	66	36	65	
Mcavernosa17417	9	12	5	6	7	7	54	8	0	3	0	2	0	0	2	0	1	5	1	2	0	12	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	2	1	3	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	1	0	0	2	0	4	0	3	6	3	3	
Mcavernosa17419	4	8	2	8	0	4	26	13	0	3	5	1	7	0	9	0	0	8	4	11	3	13	0	0	2	0	1	6	0	0	5	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	1	0	0	1	5	0	2	0	2	0	0	5	0	0	0	0	3	5	4	
Mcavernosa17420	3	5	0	5	0	1	30	0	0	3	1	3	2	0	5	0	0	4	3	3	4	12	0	0	0	0	5	2	0	0	1	1	0	0	0	0	0	5	1	6	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	3	0	0	3	1	0	0	5	1	2	5	
Mcavernosa17421	0	1	0	0	0	1	24	11	0	0	0	3	0	0	5	0	0	3	0	0	3	2	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	2	0	0	8	0	2	0	0	0	0	0	
Mcavernosa17422	4	3	0	0	0	1	25	0	0	0	0	0	2	1	1	0	0	0	0	6	2	7	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	1	0	1	4	0	4	4	4	2	
Mcavernosa17424	19	17	2	12	2	24	99	14	0	4	1	3	2	0	4	0	0	7	6	18	6	22	4	3	12	1	6	10	5	0	36	1	1	2	0	0	0	13	2	4	0	0	3	2	11	1	5	7	5	0	0	7	2	7	1	5	2	0	12	6	8	0	18	17	12	16	
Mcavernosa17425	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa17429	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
Mcavernosa17445	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa17446	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa17447	1	1	0	0	0	1	7	2	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	1	
Mcavernosa17448	1	2	0	0	0	1	7	6	0	0	0	0	0	0	0	0	0	2	0	1	0	4	0	0	1	0	0	3	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	1	0	0	0	5	0	0	0	0	0	0	2	6	8	1	1	0	0	1	
Mcavernosa17449	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Mcavernosa17453	0	0	0	1	0	2	8	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	3	0	0	2	
Mcavernosa17454	1	5	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	4	3	1	
Mcavernosa17455	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa17456	0	1	0	1	0	1	2	0	0	1	0	0	0	0	1	0	0	2	0	2	0	2	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	2	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	
Mcavernosa17457	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	0	
Mcavernosa17458	6	7	0	12	0	12	31	2	0	2	0	0	0	0	0	0	0	0	2	5	7	4	0	0	8	0	0	1	0	0	0	0	1	0	0	0	0	1	8	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	0	0	3	1	1	3	1	5	2	9	
Mcavernosa17459	15	12	2	3	0	6	47	11	0	6	0	3	0	1	4	0	0	7	5	9	3	13	0	0	3	0	0	10	0	0	0	0	0	2	1	0	0	6	0	0	0	0	2	1	3	0	8	3	0	0	9	1	2	0	6	1	1	0	3	1	3	2	7	6	3	6	
Mcavernosa17461	54	33	1	0	0	31	338	0	0	4	3	31	3	21	23	0	6	0	16	57	46	39	0	0	15	0	1	8	0	0	0	9	0	6	2	0	1	11	21	3	0	0	0	0	4	25	10	21	65	0	16	55	22	3	17	16	3	1	62	47	13	3	38	59	15	53	
Mcavernosa17462	9	10	1	0	0	3	86	0	0	0	0	5	0	0	1	6	1	0	3	16	9	19	0	0	5	0	0	1	0	0	0	0	0	0	0	0	3	1	8	0	0	2	2	0	2	0	0	3	0	3	0	9	5	0	4	1	0	0	11	9	0	4	5	24	1	12	
Mcavernosa17468	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	3	3	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	3	
Mcavernosa17471	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa17486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
Mcavernosa17490	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa17493	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa17497	3	6	7	1	0	0	9	2	0	0	4	0	0	0	0	0	0	0	0	6	0	5	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	3	0	0	0	1	0	0	0	
Mcavernosa17498	81	114	18	51	33	61	501	110	12	36	8	37	7	2	62	9	84	42	35	115	58	145	0	3	52	8	32	58	56	6	27	19	14	21	37	225	9	79	26	4	1	10	6	1	26	4	45	18	19	4	15	31	32	2	8	8	4	6	46	39	49	15	67	106	46	82	
Mcavernosa17500	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa17501	30	42	10	28	0	27	122	23	0	8	2	15	0	0	6	0	0	12	3	23	14	49	0	0	17	1	4	8	0	0	1	0	1	0	2	0	0	11	3	1	0	3	2	0	5	0	2	1	9	0	0	9	5	0	5	7	5	0	4	20	10	0	37	30	16	30	
Mcavernosa17502	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa17505	5	8	0	3	0	4	15	9	1	2	0	3	0	0	2	0	0	7	1	10	1	7	0	0	2	0	0	3	1	0	4	0	0	0	1	0	0	4	0	0	0	1	0	4	0	0	0	0	0	0	0	0	3	0	0	2	0	4	1	1	5	0	4	9	1	1	
Mcavernosa17506	8	4	5	4	0	6	18	3	0	0	0	2	0	0	5	0	0	3	0	6	2	6	0	0	1	0	2	4	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	5	6	5	11	
Mcavernosa17507	15	17	4	6	0	7	87	3	0	2	0	0	0	0	6	0	0	8	12	13	1	21	0	0	5	0	5	29	0	0	13	0	0	1	4	0	1	22	1	0	0	0	0	0	0	0	2	2	0	0	0	5	5	0	7	4	0	0	3	5	11	0	11	16	3	7	
Mcavernosa17508	6	5	2	4	0	2	36	4	0	2	0	0	0	0	3	0	0	1	2	11	1	10	0	0	9	0	7	12	0	0	2	1	0	7	0	0	0	11	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	1	3	4	1	
Mcavernosa17509	8	13	1	12	0	8	39	9	0	2	2	3	0	98	11	0	0	12	6	9	15	8	0	0	0	1	2	4	0	0	0	0	0	0	0	0	0	13	6	1	0	0	0	0	1	0	7	1	1	0	1	7	0	0	0	1	1	1	5	1	9	1	3	12	4	7	
Mcavernosa17510	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Mcavernosa17511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa17512	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	
Mcavernosa17515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa17516	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa17519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
Mcavernosa17522	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa17524	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa17526	0	0	0	1	0	1	3	0	0	0	0	0	0	0	2	0	0	1	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	
Mcavernosa17527	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa17528	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	
Mcavernosa17529	22	22	2	11	0	9	44	16	0	2	0	5	0	0	3	0	0	4	7	5	2	18	0	0	2	0	20	4	0	0	2	0	0	0	0	0	0	17	2	2	0	4	0	0	7	0	4	4	0	0	3	3	1	0	8	4	2	0	2	2	9	0	4	14	4	7	
Mcavernosa17530	9	15	3	5	0	5	47	10	0	0	0	3	0	0	5	0	0	3	6	24	2	12	0	0	2	0	0	5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	3	1	6	0	0	0	0	0	0	1	0	3	0	0	1	2	5	0	4	7	5	7	
Mcavernosa17532	5	3	0	4	0	4	21	2	4	3	3	1	0	2	5	4	0	2	1	4	0	5	3	0	3	0	0	0	0	0	2	1	0	0	0	8	3	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	2	0	0	2	1	0	0	
Mcavernosa17533	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa17534	15	14	1	12	2	10	53	20	0	2	2	2	2	0	5	0	0	18	9	12	2	16	0	0	9	0	2	14	2	12	1	1	1	0	1	0	1	8	1	1	0	5	0	0	5	1	4	0	0	1	2	1	0	0	1	5	0	2	1	3	13	0	10	10	6	8	
Mcavernosa17536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
Mcavernosa17537	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
Mcavernosa17538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa17539	0	3	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	2	
Mcavernosa17544	1	4	0	0	0	2	14	3	0	0	0	0	0	0	4	0	0	2	1	3	0	8	0	0	0	0	0	3	0	0	3	0	0	0	0	10	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	1	2	0	0	1	4	0	2	
Mcavernosa17546	62	95	5	61	2	56	371	62	0	18	10	25	1	12	28	16	16	53	21	72	20	121	0	2	26	7	9	36	1	1	24	10	3	105	6	0	21	47	10	0	4	0	2	0	46	0	28	35	6	0	3	30	11	11	16	27	40	8	17	38	23	4	77	98	42	73	
Mcavernosa17548	5	7	0	5	0	11	45	2	0	0	0	3	1	0	3	0	0	2	0	2	2	5	0	0	3	0	3	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4	0	6	0	0	0	4	0	0	0	0	0	3	0	1	0	5	11	0	14	
Mcavernosa17549	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	
Mcavernosa17550	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Mcavernosa17551	2	9	1	3	0	2	48	15	0	1	0	4	0	0	1	0	7	2	1	9	1	9	0	0	4	0	0	3	0	0	0	0	0	0	2	0	0	13	0	0	0	0	0	0	2	0	4	2	0	0	0	7	1	1	0	1	0	0	0	0	7	0	10	12	1	6	
Mcavernosa17556	4	3	0	0	0	1	3	0	0	0	0	1	7	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	3	1	2	
Mcavernosa17558	6	21	0	6	0	12	49	17	0	5	0	2	0	10	12	0	1	5	0	11	4	13	3	0	6	0	1	5	0	0	1	1	0	0	4	0	0	14	1	1	0	0	3	0	4	0	4	7	0	0	0	3	0	0	0	2	1	0	5	2	5	1	10	9	3	6	
Mcavernosa17559	87	108	18	68	1	70	366	67	0	32	12	24	6	9	64	0	2	69	38	104	38	122	0	0	39	11	19	45	2	0	29	7	0	6	13	0	92	93	24	2	0	1	3	0	21	7	36	23	33	0	14	22	10	0	1	18	15	3	32	21	38	4	46	78	33	37	
Mcavernosa17560	235	183	216	370	153	284	650	740	144	553	273	120	184	328	362	57	228	502	81	162	357	182	0	32	550	448	423	238	484	0	475	291	134	637	641	0	217	59	92	35	13	4	333	1	247	13	390	532	664	0	406	216	223	122	474	124	50	85	114	248	444	52	570	154	231	262	
Mcavernosa17562	14	13	1	12	1	11	88	29	0	9	4	3	1	1	4	0	0	0	6	11	4	14	0	42	1	39	2	4	0	0	0	0	0	1	1	0	10	8	1	0	0	0	0	0	8	0	3	2	2	0	0	2	2	3	0	3	0	1	5	6	6	1	12	14	11	8	
Mcavernosa17564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
Mcavernosa17565	3	6	1	3	0	5	16	7	0	0	0	1	0	0	0	0	0	0	2	3	2	3	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	3	17	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	5	1	2	
Mcavernosa17568	23	44	7	24	1	10	56	16	0	2	1	3	4	1	8	0	0	6	7	48	16	32	0	7	31	14	29	49	4	0	32	10	6	1	8	3	33	21	9	11	0	0	0	1	24	2	60	31	0	0	21	45	5	17	2	18	1	32	45	17	46	23	58	42	26	56	
Mcavernosa17569	0	0	0	1	0	0	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
