Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;
27.10.17;20:11:07;1;0;0.2838;0.1956;0.1324;0.1225;0.1824;0.2534;0.3877;0.3020;0.2701;0.2304;0.3245;0.4054;0.268;0.352;0.510;0.468;0.438;0.375;
