Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;
27.10.17;20:03:57;2;0;0.2162;0.1887;0.2338;0.2113;0.2309;0.1216;0.3569;0.3686;0.3647;0.3578;0.4407;0.2686;0.394;0.488;0.359;0.410;0.476;0.547;
